Date,Age,Gender,City,Customer_Type,Product_Category,Quantity,Unit_Cost,Unit_Price,Discount,Payment_Method,Customer_Satisfaction,Previous_Purchases,Revenue
2024-11-30 18:35:58.055805576,66.0,Femme,Dakar,Fidèle,Beauté,5,1156.0,1634.0,0.098,Wave,2.0,3,7369.0
2025-07-09 13:10:38.343834384,61.0,Homme,Touba,Occasionnel,Électronique,3,1068.0,1541.0,0.022,Wave,3.8,2,4521.0
2023-02-09 15:25:52.115211521,53.0,Homme,Rufisque,Occasionnel,Alimentation,8,1041.0,1588.0,0.018,Orange Money,4.4,4,12475.0
2023-06-06 17:02:38.775877586,33.0,Femme,Dakar,Occasionnel,Alimentation,6,968.0,1291.0,0.064,Espèces,5.0,5,7250.0
2023-12-18 10:05:43.474347432,65.0,Homme,Dakar,Fidèle,Mode,2,356.0,486.0,0.028,Wave,4.6,4,945.0
2025-06-14 19:11:23.708370832,67.0,Femme,Dakar,Fidèle,Mode,4,1713.0,2433.0,0.058,Orange Money,3.4,4,9168.0
2025-07-13 11:47:41.206120608,21.0,Femme,Kaolack,Occasionnel,Beauté,2,1383.0,2002.0,0.023,Wave,3.9,1,3912.0
2024-12-01 02:29:03.294329424,62.0,Homme,Rufisque,Fidèle,Alimentation,2,1643.0,2069.0,0.058,Carte bancaire,3.5,0,3898.0
2025-11-30 23:51:21.548154800,35.0,Homme,Ziguinchor,Occasionnel,Électronique,8,550.0,818.0,0.031,Carte bancaire,3.9,4,6341.0
2024-07-26 23:04:15.985598552,42.0,Femme,Touba,Fidèle,Électronique,2,1185.0,1542.0,0.067,Carte bancaire,3.8,1,2877.0
2023-04-25 21:02:51.737173716,32.0,Homme,Dakar,Occasionnel,Maison,3,1895.0,2294.0,0.058,Wave,2.8,5,6483.0
2024-02-12 22:16:44.500450040,32.0,Femme,Rufisque,Occasionnel,Alimentation,5,2856.0,4554.0,0.121,Carte bancaire,2.7,4,20015.0
2024-02-19 17:13:52.763276324,19.0,Femme,Dakar,Fidèle,Maison,5,924.0,1207.0,0.125,Wave,2.6,7,5281.0
2024-10-15 08:12:57.677767768,64.0,Homme,Dakar,Fidèle,Électronique,3,628.0,905.0,0.052,Carte bancaire,3.5,5,2574.0
2025-01-27 03:48:33.051305128,44.0,Femme,Kaolack,Fidèle,Électronique,4,2433.0,2996.0,0.04,Orange Money,5.0,1,11505.0
2025-10-01 10:25:35.913591344,26.0,Femme,Dakar,Fidèle,Mode,7,2384.0,3285.0,0.021,Espèces,3.2,7,22512.0
2025-09-11 14:42:39.855985584,32.0,Femme,Touba,Occasionnel,Beauté,2,1504.0,2119.0,0.182,Carte bancaire,4.3,3,3467.0
2024-04-12 19:56:19.657965792,48.0,Homme,Dakar,Occasionnel,Beauté,6,675.0,962.0,0.141,Espèces,2.1,3,4958.0
2023-08-11 23:08:35.211521152,26.0,Homme,Saint-Louis,Fidèle,Maison,1,1598.0,2338.0,0.163,Carte bancaire,4.2,5,1957.0
2024-04-10 15:22:24.734473440,43.0,Homme,Touba,Occasionnel,Maison,5,823.0,1210.0,0.024,Wave,3.9,2,5905.0
2025-06-27 06:48:42.772277216,40.0,Femme,Dakar,Fidèle,Maison,1,479.0,652.0,0.11,Orange Money,4.2,3,580.0
2023-10-03 12:42:33.375337532,41.0,Homme,Rufisque,Fidèle,Mode,4,2256.0,3031.0,0.06,Wave,2.8,6,11397.0
2023-03-05 17:38:56.273627362,40.0,Femme,Saint-Louis,Fidèle,Maison,8,492.0,592.0,0.141,Wave,3.4,3,4068.0
2023-04-02 07:58:16.309630962,41.0,Femme,Dakar,Fidèle,Mode,2,952.0,1532.0,0.029,Espèces,3.5,6,2975.0
2024-02-18 17:34:37.047704768,22.0,Femme,Thiès,Fidèle,Alimentation,6,1303.0,1887.0,0.112,Espèces,4.1,1,10054.0
2025-01-04 22:16:18.577857784,56.0,Homme,Dakar,Occasionnel,Électronique,6,749.0,1067.0,0.052,Wave,3.8,3,6069.0
2024-04-21 16:49:41.098109808,23.0,Femme,Dakar,Fidèle,Électronique,5,1133.0,1499.0,0.031,Wave,4.0,3,7263.0
2024-04-30 11:05:20.792079208,28.0,Femme,Dakar,Fidèle,Maison,4,1395.0,1709.0,0.031,Wave,4.4,3,6624.0
2024-03-25 18:16:31.539153912,34.0,Homme,Thiès,Occasionnel,Alimentation,6,1383.0,1767.0,0.098,Wave,3.7,3,9563.0
2025-12-21 16:35:51.575157504,63.0,Femme,Touba,Fidèle,Alimentation,3,1740.0,2554.0,0.197,Espèces,3.7,6,6153.0
2023-02-20 14:15:26.732673267,42.0,Homme,Dakar,Fidèle,Alimentation,2,541.0,677.0,0.037,Espèces,3.2,3,1304.0
2023-12-08 10:55:24.572457244,50.0,Femme,Rufisque,Occasionnel,Maison,5,948.0,1428.0,0.062,Espèces,2.9,5,6697.0
2023-08-24 05:30:30.783078308,63.0,Femme,Touba,Occasionnel,Maison,3,694.0,1019.0,0.061,Virement,3.5,3,2871.0
2025-04-15 16:16:25.058505840,60.0,Femme,Dakar,Occasionnel,Maison,3,913.0,1220.0,0.079,Carte bancaire,2.9,2,3371.0
2023-06-23 00:39:18.955895588,32.0,Homme,Dakar,Occasionnel,Beauté,5,355.0,540.0,0.063,Orange Money,4.3,4,2530.0
2024-02-03 01:44:07.344734472,48.0,Femme,Rufisque,Occasionnel,Mode,4,605.0,880.0,0.048,Espèces,2.6,8,3351.0
2023-03-24 13:42:36.615661566,58.0,Homme,Dakar,Fidèle,Électronique,5,3096.0,4115.0,0.006,Orange Money,3.0,4,20452.0
2024-01-10 17:54:55.409540952,23.0,Femme,Saint-Louis,Fidèle,Maison,3,1439.0,1991.0,0.023,Espèces,5.0,5,5836.0
2024-12-20 19:34:17.605760568,32.0,Femme,Ziguinchor,Occasionnel,Maison,6,321.0,516.0,0.037,Wave,3.5,5,2981.0
2025-06-10 10:03:33.861386128,20.0,Homme,Dakar,Occasionnel,Mode,6,2937.0,4641.0,0.039,Orange Money,3.7,3,26760.0
2024-04-26 12:28:17.929792976,70.0,Femme,Saint-Louis,Occasionnel,Maison,4,2356.0,3310.0,0.032,Wave,2.6,3,12816.0
2025-07-21 03:46:23.438343824,68.0,Homme,Dakar,Occasionnel,Électronique,6,787.0,1126.0,0.038,Wave,3.3,6,6499.0
2023-07-21 12:00:12.961296128,63.0,Homme,Kaolack,Fidèle,Alimentation,2,335.0,502.0,0.065,Orange Money,2.1,5,939.0
2025-11-20 08:54:52.169216912,28.0,Homme,Kaolack,Fidèle,Électronique,6,1079.0,1498.0,0.073,Espèces,4.2,2,8332.0
2023-11-23 00:20:18.361836180,41.0,Autre,Dakar,Occasionnel,Alimentation,3,417.0,614.0,0.112,Orange Money,3.8,3,1636.0
2024-06-16 10:36:49.900990096,50.0,Femme,Rufisque,Occasionnel,Électronique,6,913.0,1232.0,0.156,Orange Money,4.0,3,6239.0
2024-05-17 15:43:34.941494144,40.0,Homme,Thiès,Occasionnel,Alimentation,1,984.0,1446.0,0.072,Espèces,4.0,8,1342.0
2024-08-28 19:32:59.837983792,64.0,Femme,Kaolack,Occasionnel,Électronique,5,2686.0,3876.0,0.064,Orange Money,3.9,4,18140.0
2025-02-20 11:17:00.702070200,67.0,Homme,Saint-Louis,Occasionnel,Électronique,5,1877.0,2774.0,0.054,Carte bancaire,5.0,2,13121.0
2025-06-01 07:54:48.928892880,22.0,Homme,Thiès,Fidèle,Maison,3,3915.0,6284.0,0.06,Espèces,2.4,7,17721.0
2023-12-21 11:41:12.367236720,37.0,Femme,Ziguinchor,Occasionnel,Alimentation,4,1724.0,2548.0,0.031,Wave,3.5,3,9876.0
2025-01-16 20:45:08.910891080,36.0,Homme,Kaolack,Fidèle,Mode,6,1471.0,2360.0,0.045,Wave,4.8,1,13523.0
2024-10-26 20:11:01.026102608,57.0,Homme,Dakar,Occasionnel,Alimentation,4,818.0,1167.0,0.038,Carte bancaire,4.0,5,4491.0
2025-08-23 10:45:54.275427536,45.0,Homme,Saint-Louis,Occasionnel,Électronique,2,1415.0,1910.0,0.034,Wave,3.8,3,3690.0
2025-06-09 02:31:12.907290720,33.0,Homme,Ziguinchor,Fidèle,Alimentation,3,1968.0,2910.0,0.102,Virement,3.3,5,7840.0
2025-01-18 09:32:53.357335728,47.0,Homme,Dakar,Occasionnel,Maison,6,604.0,867.0,0.096,Espèces,2.6,2,4703.0
2025-05-28 17:10:51.305130512,43.0,Homme,Ziguinchor,Occasionnel,Électronique,5,1082.0,1540.0,0.015,Virement,1.7,3,7584.0
2023-06-25 15:44:00.864086408,51.0,Femme,Thiès,Fidèle,Mode,7,981.0,1250.0,0.116,Carte bancaire,4.0,5,7735.0
2024-10-20 11:44:39.747974792,69.0,Femme,Kaolack,Occasionnel,Alimentation,4,1426.0,1863.0,0.04,Orange Money,3.2,3,7154.0
2024-04-18 12:36:30.459045904,32.0,Homme,Thiès,Occasionnel,Électronique,4,677.0,957.0,0.077,Orange Money,3.5,3,3533.0
2023-04-23 05:58:09.828982898,68.0,Homme,Dakar,Occasionnel,Mode,3,1237.0,1931.0,0.092,Virement,2.6,7,5260.0
2025-11-07 23:55:14.851485136,22.0,Autre,Ziguinchor,Fidèle,Mode,3,1106.0,1245.0,0.072,Carte bancaire,4.3,2,3466.0
2024-02-14 21:35:15.931593156,61.0,Homme,Rufisque,Occasionnel,Électronique,5,4093.0,6370.0,0.04,Carte bancaire,2.4,3,30576.0
2024-02-04 19:47:15.283528348,65.0,Homme,Dakar,Occasionnel,Alimentation,3,1002.0,1336.0,0.062,Espèces,5.0,5,3760.0
2023-05-10 00:05:36.993699368,69.0,Homme,Rufisque,Occasionnel,Alimentation,4,933.0,1350.0,0.038,Wave,3.5,3,5195.0
2025-10-24 12:59:24.356435632,24.0,Homme,Kaolack,Fidèle,Électronique,3,1108.0,1380.0,0.073,Wave,1.9,6,3838.0
2024-05-01 05:29:13.015301528,28.0,Homme,Thiès,Fidèle,Électronique,2,2456.0,3598.0,0.058,Wave,3.6,1,6779.0
2023-06-17 13:14:31.647164716,41.0,Homme,Rufisque,Occasionnel,Électronique,5,1723.0,2307.0,0.042,Wave,3.6,1,11051.0
2025-06-26 17:40:14.041404128,35.0,Femme,Dakar,Fidèle,Alimentation,5,946.0,1358.0,0.073,Espèces,4.5,6,6294.0
2025-02-15 10:23:00.378037800,44.0,Femme,Kaolack,Occasionnel,Mode,1,1002.0,1433.0,0.11,Wave,3.3,7,1275.0
2023-10-15 21:42:10.693069304,70.0,Homme,Saint-Louis,Occasionnel,Mode,4,1230.0,1497.0,0.093,Wave,3.6,6,5431.0
2024-10-31 13:11:56.111611160,21.0,Femme,Rufisque,Fidèle,Électronique,3,2184.0,3039.0,0.018,Espèces,2.0,6,8953.0
2023-04-04 02:01:24.248424842,50.0,Femme,Kaolack,Occasionnel,Électronique,4,945.0,1412.0,0.029,Orange Money,3.7,4,5484.0
2024-11-12 16:56:09.936993696,32.0,Homme,Rufisque,Occasionnel,Mode,5,428.0,528.0,0.053,Orange Money,3.7,6,2500.0
2024-02-22 16:11:39.909991000,23.0,Homme,Dakar,Occasionnel,Beauté,6,1705.0,2348.0,0.039,Wave,2.8,4,13539.0
2024-12-23 18:32:04.752475240,52.0,Homme,Thiès,Occasionnel,Mode,3,500.0,657.0,0.027,Orange Money,5.0,6,1918.0
2025-05-29 08:57:01.782178208,23.0,Homme,Rufisque,Occasionnel,Alimentation,4,664.0,939.0,0.109,Espèces,2.6,4,3347.0
2024-04-20 06:39:38.397839784,63.0,Femme,Saint-Louis,Occasionnel,Maison,3,2354.0,3171.0,0.1,Virement,2.5,3,8562.0
2023-08-08 05:46:55.841584156,45.0,Femme,Dakar,Fidèle,Électronique,1,399.0,598.0,0.093,Wave,2.8,3,542.0
2023-09-27 14:46:59.081908188,69.0,Femme,Rufisque,Occasionnel,Alimentation,3,1108.0,1671.0,0.073,Wave,3.9,1,4647.0
2023-03-18 23:40:07.560756075,61.0,Femme,Dakar,Occasionnel,Alimentation,3,1116.0,1496.0,0.022,Orange Money,3.7,5,4389.0
2024-05-06 11:38:36.831683168,34.0,Homme,Thiès,Occasionnel,Électronique,6,536.0,734.0,0.05,Orange Money,3.7,4,4184.0
2024-04-07 13:46:55.841584152,47.0,Homme,Dakar,Occasionnel,Beauté,6,1143.0,1534.0,0.042,Espèces,2.9,4,8817.0
2023-09-20 19:49:50.819081908,31.0,Homme,Dakar,Occasionnel,Alimentation,3,1592.0,2154.0,0.151,Carte bancaire,3.8,4,5486.0
2025-08-29 19:12:15.553555344,30.0,Femme,Touba,Occasionnel,Alimentation,2,887.0,1292.0,0.017,Espèces,2.9,4,2540.0
2024-10-22 00:32:24.194419440,66.0,Femme,Thiès,Occasionnel,Alimentation,4,886.0,1123.0,0.048,Espèces,4.1,7,4276.0
2025-05-24 05:25:19.711971184,67.0,Homme,Ziguinchor,Occasionnel,Électronique,4,1041.0,1508.0,0.008,Orange Money,4.2,4,5984.0
2024-07-08 13:31:22.628262824,33.0,Homme,Dakar,Occasionnel,Maison,9,1035.0,1489.0,0.062,Wave,3.7,5,12570.0
2024-03-26 07:25:00.270027000,34.0,Femme,Dakar,Fidèle,Mode,1,1248.0,1856.0,0.057,Wave,3.2,3,1750.0
2023-09-17 10:21:16.687668764,34.0,Femme,Rufisque,Fidèle,Alimentation,5,862.0,1383.0,0.028,Carte bancaire,2.0,0,6721.0
2024-01-08 21:14:05.724572456,29.0,Homme,Touba,Fidèle,Mode,4,859.0,1271.0,0.112,Carte bancaire,2.6,5,4515.0
2023-06-09 13:22:44.176417640,55.0,Homme,Touba,Fidèle,Mode,3,1450.0,2240.0,0.092,Wave,3.7,2,6102.0
2024-04-16 23:48:46.012601256,65.0,Femme,Saint-Louis,Occasionnel,Mode,9,1257.0,1775.0,0.144,Wave,2.8,2,13675.0
2025-08-20 19:41:12.367236720,19.0,Homme,Thiès,Fidèle,Mode,4,1014.0,1399.0,0.048,Carte bancaire,4.1,3,5327.0
2024-05-11 04:39:31.917191712,27.0,Femme,Dakar,Occasionnel,Mode,5,1472.0,2026.0,0.118,Orange Money,3.3,3,8935.0
2024-05-12 17:27:16.363636360,44.0,Homme,Touba,Occasionnel,Beauté,3,356.0,456.0,0.144,Espèces,3.3,6,1171.0
2023-02-17 12:39:57.839783978,53.0,Femme,Dakar,Fidèle,Mode,5,668.0,794.0,0.049,Wave,3.7,7,3775.0
2023-09-04 22:43:57.623762376,45.0,Femme,Dakar,Occasionnel,Alimentation,5,1508.0,1840.0,0.047,Orange Money,3.5,6,8768.0
2025-07-20 19:53:18.199819968,68.0,Femme,Kaolack,Occasionnel,Beauté,3,1119.0,1597.0,0.146,Wave,2.6,4,4092.0
2024-04-05 11:50:42.664266424,25.0,Femme,Dakar,Occasionnel,Alimentation,2,835.0,1141.0,0.118,Wave,4.1,5,2013.0
2025-06-09 13:01:59.891989200,33.0,Femme,Rufisque,Occasionnel,Beauté,6,478.0,671.0,0.022,Orange Money,5.0,5,3937.0
2023-07-23 16:34:07.884788478,22.0,Femme,Touba,Occasionnel,Mode,3,1582.0,2642.0,0.002,Wave,5.0,4,7910.0
2023-05-10 23:44:52.709270926,43.0,Femme,Kaolack,Fidèle,Maison,5,1316.0,1852.0,0.069,Orange Money,3.9,3,8621.0
2024-11-29 03:10:31.863186312,59.0,Homme,Kaolack,Fidèle,Mode,3,504.0,653.0,0.208,Wave,5.0,1,1552.0
2023-10-20 17:20:47.524752472,57.0,Homme,Dakar,Occasionnel,Électronique,4,1710.0,2590.0,0.029,Orange Money,2.3,7,10060.0
2025-01-22 10:47:37.965796576,35.0,Femme,Dakar,Occasionnel,Électronique,4,2186.0,3088.0,0.03,Virement,2.3,4,11981.0
2023-03-10 18:32:56.597659765,53.0,Homme,Ziguinchor,Fidèle,Beauté,4,762.0,959.0,0.084,Wave,3.6,6,3514.0
2024-12-02 02:08:19.009900984,61.0,Femme,Dakar,Occasionnel,Maison,6,1292.0,1887.0,0.104,Espèces,3.7,6,10145.0
2023-08-26 23:12:54.437443744,40.0,Femme,Dakar,Fidèle,Mode,4,1455.0,1877.0,0.062,Orange Money,3.2,5,6922.0
2024-07-08 08:15:59.135913584,58.0,Femme,Dakar,Occasionnel,Mode,3,1122.0,1521.0,0.036,Orange Money,3.6,4,4399.0
2024-05-28 14:33:09.558955888,45.0,Femme,Ziguinchor,Fidèle,Électronique,4,1157.0,1838.0,0.039,Orange Money,4.1,6,7065.0
2024-06-01 15:47:54.167416736,50.0,Homme,Dakar,Occasionnel,Mode,3,2295.0,3321.0,0.09,Orange Money,3.6,7,9066.0
2023-04-04 04:39:05.994599459,67.0,Femme,Thiès,Occasionnel,Mode,4,714.0,955.0,0.017,Carte bancaire,2.8,4,3755.0
2024-07-04 01:45:51.035103504,34.0,Femme,Thiès,Occasionnel,Mode,4,873.0,1342.0,0.116,Wave,4.0,2,4745.0
2023-08-18 18:05:43.474347432,29.0,Homme,Dakar,Fidèle,Mode,4,1163.0,1847.0,0.037,Orange Money,4.0,6,7115.0
2025-02-04 11:33:25.760576048,24.0,Homme,Dakar,Fidèle,Électronique,4,2351.0,3220.0,0.061,Orange Money,3.5,6,12094.0
2025-01-25 20:16:12.097209712,29.0,Femme,Saint-Louis,Occasionnel,Maison,2,2046.0,2852.0,0.097,Wave,3.7,1,5151.0
2024-02-22 05:40:52.925292528,67.0,Homme,Dakar,Fidèle,Beauté,5,2044.0,3076.0,0.054,Wave,3.3,4,14549.0
2024-06-08 05:29:38.937893784,39.0,Femme,Thiès,Fidèle,Mode,3,728.0,1045.0,0.032,Wave,3.1,2,3035.0
2024-07-22 08:41:02.646264624,30.0,Homme,Thiès,Occasionnel,Alimentation,4,712.0,1089.0,0.11,Wave,3.2,3,3877.0
2024-12-08 13:12:22.034203416,24.0,Femme,Kaolack,Fidèle,Électronique,5,2064.0,3312.0,0.033,Virement,3.8,6,16014.0
2024-12-08 02:41:35.049504944,22.0,Homme,Saint-Louis,Occasionnel,Alimentation,6,486.0,678.0,0.089,Carte bancaire,4.8,6,3706.0
2024-09-15 00:11:13.987398736,42.0,Femme,Ziguinchor,Occasionnel,Beauté,10,1056.0,1657.0,0.007,Wave,4.7,5,16454.0
2023-11-15 03:06:12.637263724,22.0,Homme,Saint-Louis,Fidèle,Électronique,4,1783.0,2978.0,0.176,Orange Money,3.7,3,9815.0
2023-02-08 05:15:49.414941494,52.0,Femme,Touba,Occasionnel,Électronique,6,1285.0,1911.0,0.039,Virement,2.1,2,11019.0
2025-07-27 09:35:02.970297024,67.0,Homme,Dakar,Fidèle,Alimentation,5,678.0,921.0,0.04,Virement,4.0,2,4421.0
2023-06-29 11:43:21.980198018,60.0,Femme,Ziguinchor,Fidèle,Électronique,5,2063.0,2395.0,0.048,Wave,4.2,3,11400.0
2025-07-19 17:36:20.738073808,65.0,Femme,Touba,Occasionnel,Mode,4,2358.0,3609.0,0.039,Carte bancaire,3.5,2,13873.0
2023-08-06 09:06:06.156615660,52.0,Femme,Thiès,Occasionnel,Beauté,4,1411.0,1891.0,0.141,Wave,3.4,3,6497.0
2025-07-21 22:10:15.661566144,31.0,Homme,Rufisque,Fidèle,Mode,4,1119.0,1688.0,0.089,Espèces,3.5,2,6151.0
2024-07-08 21:24:27.866786672,56.0,Femme,Rufisque,Fidèle,Beauté,4,2258.0,3506.0,0.038,Orange Money,2.5,5,13491.0
2025-10-21 08:46:13.717371728,41.0,Homme,Kaolack,Fidèle,Électronique,4,1263.0,1829.0,0.025,Orange Money,3.2,2,7133.0
2025-04-13 14:20:11.881188112,66.0,Homme,Thiès,Occasionnel,Mode,6,1700.0,2639.0,0.005,Wave,4.7,1,15755.0
2024-12-27 19:46:49.360936088,28.0,Homme,Kaolack,Fidèle,Électronique,3,692.0,1092.0,0.065,Orange Money,3.5,1,3063.0
2025-01-20 11:29:06.534653456,25.0,Homme,Saint-Louis,Fidèle,Beauté,3,1940.0,2907.0,0.008,Carte bancaire,4.1,3,8651.0
2025-07-23 18:51:05.346534640,65.0,Femme,Dakar,Occasionnel,Mode,3,822.0,1193.0,0.131,Espèces,3.2,4,3110.0
2023-01-06 00:54:00.324032403,56.0,Homme,Saint-Louis,Fidèle,Mode,4,863.0,1416.0,0.064,Wave,3.6,6,5302.0
2024-12-09 07:36:14.257425736,35.0,Femme,Touba,Occasionnel,Électronique,3,897.0,1321.0,0.043,Wave,4.1,4,3793.0
2025-11-01 20:44:17.065706560,22.0,Femme,Dakar,Occasionnel,Électronique,5,1202.0,1626.0,0.109,Espèces,2.7,5,7244.0
2023-06-16 21:28:21.170117010,26.0,Femme,Dakar,Occasionnel,Mode,1,768.0,947.0,0.02,Espèces,4.4,1,928.0
2023-03-11 05:03:43.582358235,18.0,Femme,Saint-Louis,Fidèle,Mode,4,434.0,534.0,0.256,Carte bancaire,4.8,6,1589.0
2023-12-18 07:28:01.728172816,34.0,Homme,Dakar,Fidèle,Beauté,5,1869.0,2288.0,0.099,Wave,4.1,3,10307.0
2025-11-15 05:23:10.099009888,54.0,Femme,Dakar,Fidèle,Électronique,4,1188.0,1608.0,0.023,Espèces,3.6,5,6284.0
2024-09-02 09:56:13.177317728,31.0,Homme,Dakar,Fidèle,Alimentation,4,2359.0,3250.0,0.061,Espèces,3.4,3,12207.0
2024-04-24 10:32:04.752475240,44.0,Homme,Saint-Louis,Occasionnel,Électronique,3,1062.0,1458.0,0.074,Orange Money,3.5,5,4050.0
2025-05-12 01:41:05.886588656,62.0,Femme,Dakar,Fidèle,Alimentation,5,1894.0,2947.0,0.106,Orange Money,3.2,8,13173.0
2025-05-23 00:30:40.504050400,67.0,Femme,Saint-Louis,Fidèle,Maison,4,305.0,466.0,0.134,Wave,4.1,5,1614.0
2023-10-05 22:31:51.791179116,30.0,Femme,Ziguinchor,Fidèle,Maison,6,536.0,766.0,0.081,Wave,4.2,4,4224.0
2025-12-18 01:51:53.951395136,35.0,Femme,Dakar,Fidèle,Électronique,5,941.0,1267.0,0.034,Wave,2.3,5,6120.0
2025-03-10 02:26:01.836183616,59.0,Homme,Kaolack,Occasionnel,Maison,3,653.0,843.0,0.095,Orange Money,5.0,7,2289.0
2024-03-14 03:40:46.444644464,59.0,Homme,Dakar,Occasionnel,Électronique,2,1033.0,1495.0,0.108,Wave,3.3,1,2667.0
2024-02-05 16:48:49.252925288,22.0,Homme,Dakar,Fidèle,Maison,4,1479.0,1876.0,0.082,Espèces,5.0,5,6889.0
2023-11-15 18:52:23.114311428,47.0,Homme,Dakar,Fidèle,Beauté,4,4423.0,5614.0,0.083,Orange Money,4.8,3,20592.0
2024-02-25 20:24:50.549054904,18.0,Homme,Dakar,Fidèle,Beauté,5,3435.0,5352.0,0.021,Orange Money,3.7,3,26198.0
2025-05-17 02:35:06.210621056,48.0,Femme,Dakar,Fidèle,Mode,2,550.0,709.0,0.126,Espèces,3.4,6,1239.0
2024-03-29 19:31:16.147614760,58.0,Homme,Thiès,Occasionnel,Beauté,3,1671.0,2375.0,0.211,Wave,4.7,5,5622.0
2023-12-28 22:24:31.107110708,70.0,Femme,Thiès,Fidèle,Beauté,5,984.0,1317.0,0.095,Wave,4.8,5,5959.0
2025-04-30 05:49:57.299729968,31.0,Homme,Dakar,Fidèle,Beauté,5,1505.0,2202.0,0.079,Orange Money,2.7,2,10140.0
2023-12-04 22:49:08.694869484,36.0,Femme,Thiès,Occasionnel,Alimentation,2,1641.0,2302.0,0.073,Espèces,2.6,2,4268.0
2025-04-06 11:29:58.379837976,47.0,Femme,Dakar,Fidèle,Mode,4,903.0,1355.0,0.077,Wave,2.9,5,5003.0
2025-05-01 18:37:41.746174608,57.0,Femme,Thiès,Occasionnel,Alimentation,6,2766.0,4027.0,0.039,Carte bancaire,3.3,8,23220.0
2025-11-20 06:17:10.423042304,53.0,Femme,Dakar,Occasionnel,Électronique,1,1753.0,2470.0,0.067,Carte bancaire,4.2,1,2305.0
2025-02-09 22:58:13.069306928,44.0,Femme,Dakar,Fidèle,Électronique,2,984.0,1570.0,0.017,Orange Money,3.6,4,3087.0
2024-06-19 12:12:18.793879384,69.0,Homme,Saint-Louis,Occasionnel,Alimentation,3,892.0,1453.0,0.065,Virement,4.1,6,4076.0
2023-12-02 05:06:45.040504048,28.0,Homme,Dakar,Fidèle,Mode,6,1625.0,2439.0,0.109,Wave,3.4,2,13039.0
2025-12-24 05:02:51.737173712,59.0,Homme,Dakar,Occasionnel,Maison,3,1545.0,2079.0,0.102,Espèces,2.8,1,5601.0
2023-06-09 23:53:31.161116110,47.0,Homme,Dakar,Occasionnel,Mode,5,950.0,1306.0,0.066,Wave,5.0,3,6099.0
2025-12-24 02:25:09.990999088,62.0,Homme,Rufisque,Occasionnel,Mode,4,1318.0,1800.0,0.026,Orange Money,2.0,3,7013.0
2024-11-15 02:45:28.352835280,36.0,Homme,Dakar,Occasionnel,Alimentation,5,970.0,1347.0,0.073,Orange Money,4.3,3,6243.0
2025-02-18 14:36:11.017101704,58.0,Femme,Ziguinchor,Fidèle,Mode,3,425.0,706.0,0.015,Orange Money,4.8,5,2086.0
2024-04-12 12:03:14.419441944,36.0,Homme,Dakar,Occasionnel,Électronique,4,1313.0,1878.0,0.069,Wave,2.7,2,6994.0
2025-09-28 19:20:54.005400528,34.0,Homme,Dakar,Fidèle,Maison,3,4568.0,6794.0,0.039,Virement,2.6,2,19587.0
2024-03-28 19:52:00.432043200,18.0,Femme,Saint-Louis,Fidèle,Alimentation,4,1258.0,1985.0,0.012,Orange Money,4.2,3,7845.0
2024-09-12 01:13:26.840684064,50.0,Homme,Dakar,Fidèle,Beauté,3,3240.0,5513.0,0.071,Wave,4.9,3,15365.0
2023-11-24 13:08:02.808280824,69.0,Homme,Dakar,Occasionnel,Mode,4,1593.0,2375.0,0.044,Orange Money,1.8,4,9082.0
2024-01-20 17:05:14.311431140,20.0,Homme,Touba,Occasionnel,Beauté,4,1447.0,1856.0,0.114,Wave,3.6,4,6578.0
2024-09-20 19:29:06.534653464,48.0,Femme,Touba,Occasionnel,Maison,1,2331.0,2850.0,0.038,Espèces,2.9,4,2742.0
2025-06-02 10:11:46.390639056,19.0,Femme,Dakar,Fidèle,Mode,8,1419.0,2013.0,0.192,Orange Money,4.8,4,13012.0
2025-02-11 22:16:44.500450040,58.0,Homme,Rufisque,Occasionnel,Mode,5,311.0,509.0,0.088,Wave,3.3,3,2321.0
2024-06-28 16:58:45.472547248,45.0,Homme,Dakar,Occasionnel,Mode,4,1337.0,2036.0,0.021,Wave,2.4,3,7973.0
2023-02-17 10:02:16.093609360,33.0,Femme,Dakar,Occasionnel,Maison,3,560.0,739.0,0.079,Carte bancaire,4.9,2,2042.0
2025-08-07 13:40:01.080108000,55.0,Homme,Dakar,Fidèle,Électronique,5,293.0,454.0,0.099,Orange Money,4.2,4,2045.0
2023-04-19 12:36:30.459045904,31.0,Homme,Dakar,Occasionnel,Beauté,6,1632.0,2381.0,0.03,Orange Money,3.7,9,13857.0
2024-04-11 17:39:22.196219616,18.0,Homme,Dakar,Occasionnel,Alimentation,10,407.0,573.0,0.018,Virement,4.8,3,5627.0
2023-08-02 23:37:32.025202520,28.0,Homme,Thiès,Fidèle,Beauté,2,229.0,329.0,0.036,Orange Money,4.1,1,634.0
2025-03-06 11:42:04.212421240,63.0,Femme,Thiès,Fidèle,Mode,5,3395.0,4676.0,0.148,Wave,4.5,5,19920.0
2025-06-14 06:02:54.977497744,39.0,Femme,Saint-Louis,Occasionnel,Électronique,4,1131.0,1663.0,0.073,Wave,3.3,2,6166.0
2023-06-17 00:06:02.916291628,61.0,Homme,Dakar,Occasionnel,Maison,5,1261.0,1897.0,0.068,Wave,3.6,3,8840.0
2024-01-11 20:11:52.871287124,69.0,Homme,Touba,Occasionnel,Maison,3,508.0,769.0,0.093,Orange Money,4.5,2,2092.0
